,Unnamed: 0,id,title,revenue,vote_average,imdb_id,original_title,overview,popularity,poster_path,genres,keywords
330,330,45269,The King's Speech,414211549,7.74,tt1504320,The King's Speech,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",29.833,/uQ538BfYLDJh3GXlzRZLo0j7PFj.jpg,"Drama, History","great britain, marriage, stutter, monarchy, palace, radio, radio transmission, royal family, based on true story, death of father, speech, royalty, historical fiction, 1930s, british royal family, british monarchy, winston churchill, speech therapy, corgi"
160,160,177572,Big Hero 6,657827828,7.738,tt2245084,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",98.41,/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,"Adventure, Family, Animation, Action, Comedy","friendship, martial arts, hero, sibling relationship, san francisco, california, superhero, talent, cartoon, based on comic, revenge, tokyo, japan, best friend, another dimension, robot, east asian lead, boy genius, aftercreditsstinger, moral dilemma, teen superhero, dead brother"
321,321,10020,Beauty and the Beast,424967620,7.734,tt0101414,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",72.077,/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg,"Romance, Family, Animation, Fantasy","princess, france, prince, castle, rose, musical, insane asylum, beast, based on fairy tale, eccentric man, toxic masculinity"
381,381,12405,Slumdog Millionaire,378410542,7.734,tt1010048,Slumdog Millionaire,"A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",22.969,/5leCCi7ZF0CawAfM5Qo2ECKPprc.jpg,"Drama, Romance","based on novel or book, slum, cheating, suspicion, mumbai (bombay), india, game show, quiz, orphan, duringcreditsstinger, taj mahal, india"
251,251,808,Shrek,487853320,7.73,tt0126029,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",94.456,/dyhaB19AICF7TO7CK2aD6KfymnQ.jpg,"Animation, Comedy, Fantasy, Adventure, Family","princess, magic, fairy tale, donkey, liberation, lordship, prince, castle, robin hood, enchantment, swamp, parody, anthropomorphism, dragon, woman director, ogre, cartoon donkey, shrek cinematic universe"
79,79,672,Harry Potter and the Chamber of Secrets,876688482,7.721,tt0295297,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",121.699,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,"Adventure, Fantasy","witch, flying car, elves, magic, sword, diary, child hero, school of witchcraft, giant spider, black magic, giant snake, child driving car, wizard, aftercreditsstinger, christmas, based on young adult novel, wizarding world"
303,303,9552,The Exorcist,441405644,7.72,tt0070047,The Exorcist,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",94.668,/4ucLGcXVVSVnsfkGtbLY4XAius8.jpg,Horror,"religion and supernatural, exorcism, holy water, paranormal phenomena, possession, vomit, satan, priest, ouija board, demon, strong language, catholic church, demonic possession, disturbed child, crisis of faith, sfx, religious horror, supernatural horror"
9,9,24428,The Avengers,1518815515,7.71,tt0848228,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",98.082,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,"Science Fiction, Action, Adventure","new york city, superhero, shield, based on comic, alien invasion, superhero team, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
116,116,414906,The Batman,770945583,7.705,tt1877830,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",100.817,/74xTEgt7R36Fpooo50r9T25onhq.jpg,"Crime, Mystery, Thriller","police, psychopath, secret identity, crime fighter, superhero, nightclub, politician, based on comic, vigilante, organized crime, serial killer, millionaire, social injustice, murder investigation, aftercreditsstinger, masked superhero, political corruption, neo-noir, vengeance, mayoral election, the batman saga"
168,168,9806,The Incredibles,631442092,7.704,tt0317705,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",62.609,/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,"Action, Adventure, Animation, Family","island, hero, secret identity, superhero, wretch, cartoon, lawsuit, family relationships, super power, 1950s, 1960s, superhero family"
386,386,272,Batman Begins,374218673,7.701,tt0372784,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",66.286,/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg,"Action, Crime, Drama","martial arts, undercover, loss of loved one, secret identity, crime fighter, superhero, based on comic, rivalry, ninja, vigilante, tragic hero, super power, haunted by the past, evil doctor, master villain, unfulfilled love"
63,63,767,Harry Potter and the Half-Blood Prince,933959197,7.697,tt0417741,Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",121.735,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,"Adventure, Fantasy","witch, dying and death, london, england, magic, school of witchcraft, apparition, curse, teenage crush, school, werewolf, teenage love, luck, wizard, secret past, christmas, based on young adult novel, wizarding world"
529,529,22881,The Blind Side,309208309,7.692,tt0878804,The Blind Side,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",35.267,/bMgq7VBriuBFknXEe9E9pVBYGZq.jpg,Drama,"sports, american football, adoption, private school, education, based on true story, memphis, tennessee, duringcreditsstinger, christian, high school football"
62,62,675,Harry Potter and the Order of the Phoenix,938212738,7.686,tt0373889,Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",117.168,/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,"Adventure, Fantasy","witch, dying and death, court, magic, prophecy, loss of loved one, professor, supernatural, child hero, school of witchcraft, black magic, sorcery, occult, wizard, christmas, scholar, mystical land, ministry, based on young adult novel, wizarding world"
