id,title,revenue,vote_average,imdb_id,original_title,overview,popularity,poster_path,genres,keywords
762509,Mufasa: The Lion King,688700870,7.447,tt13186482,Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",724.285,/9bXHaLlsFYpJUutg4E6WXAjaxDi.jpg,"Adventure, Family, Animation","friendship, paradise, lion, musical, prequel, jungle, told in flashback, betrayal by friend, chance meeting, live action remake, found family, lost, sympathetic"
1126166,Flight Risk,40420193,5.839,tt10078772,Flight Risk,"A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.",547.303,/4cR3hImKd78dSs652PAkSAyJ5Cx.jpg,"Action, Thriller, Crime","airplane, pilot, flight, airplane accident, amused"
950396,The Gorge,0,7.807,tt13654226,The Gorge,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.",897.524,/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg,"Romance, Science Fiction, Thriller","canyon, fog, romance, tower, elite sniper, snipers, long-term observation"
1241982,Moana 2,1044396565,7.2,tt13622970,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",496.021,/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg,"Animation, Adventure, Family, Comedy","sea, ocean, villain, musical, sequel, duringcreditsstinger"
822119,Captain America: Brave New World,289405738,6.175,tt14513804,Captain America: Brave New World,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",344.759,/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg,"Action, Thriller, Science Fiction","hero, superhero, revenge, aftercreditsstinger, marvel cinematic universe (mcu), sidekick, assassination attempt, political thriller, treaty, international relations"
1160956,Panda Plan,42333207,7.2,tt28630624,熊猫计划,"International action star Jackie Chan is invited to the adoption ceremony of a rare baby panda, but after an international crime syndicate attempts to kidnap the bear, Jackie has to save the bear using his stunt work skills.",285.236,/xVS9XiO9upp2SnWx6KpBYb79hLR.jpg,"Action, Comedy","assistant, zoo, panda, superstar, rescue operation, cliché, international superstar"
1084199,Companion,33200775,7.1,tt26584495,Companion,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",264.864,/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,"Science Fiction, Thriller","artificial intelligence (a.i.), cabin, robot, boyfriend girlfriend relationship, robot girl, weekend getaway, human android relationship, toxic relationship, incel, toxic masculinity, abusive relationship, malfunctioning android, white privilege, sentient machine, sinister, sci-fi horror, human vs machines, cybernetics, android horror"
939243,Sonic the Hedgehog 3,472518457,7.763,tt18259086,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",427.441,/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg,"Action, Science Fiction, Comedy, Family, Animation","moon, sequel, based on video game, burlesque, dual role, aftercreditsstinger, duringcreditsstinger, hedgehog, live action and animation, grandfather grandson relationship, animal human friendship, anthropomorphic animal, loss and grief, amused, cliché, complicated, sceptical, sonic cinematic universe, sonic adventure 2"
539972,Kraven the Hunter,59184643,6.689,tt8790086,Kraven the Hunter,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",225.145,/nrlfJoxP1EkBVE9pU62L287Jl4D.jpg,"Action, Adventure, Thriller","hunter, superhero, villain, based on comic, supervillain, antihero, intense"
1247019,Death Whisperer 2,4210676,7.1,tt31513578,ธี่หยด 2,"Three years after his sister's death, Yak relentlessly searches for the dark spirit that killed her in hopes of seeking revenge.",166.811,/uDW5eeFUYp1vaU2ymEdVBG6g7iq.jpg,"Horror, Thriller, Action",exorcism
1249289,Alarum,0,5.8,tt31456973,Alarum,"Two married spies caught in the crosshairs of an international intelligence network will stop at nothing to obtain a critical asset. Joe and Lara are agents living off the grid whose quiet retreat at a winter resort is blown to shreds when members of the old guard suspect the two may have joined an elite team of rogue spies, known as Alarum.",269.218,/v313aUGmMNj6yNveaiQXysBmjVS.jpg,"Action, Crime, Thriller",
912649,Venom: The Last Dance,478103649,6.785,tt16366836,Venom: The Last Dance,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",153.865,/vGXptEdgZIhPg3cGlc7e8sNPC2e.jpg,"Action, Science Fiction, Adventure","hero, superhero, anti hero, villain, alien life-form, based on comic, sequel, aftercreditsstinger, woman director"
549509,The Brutalist,31133665,7.0,tt8999762,The Brutalist,"Escaping post-war Europe, visionary architect László Toth arrives in America to rebuild his life, his work, and his marriage to his wife Erzsébet after being forced apart during wartime by shifting borders and regimes. On his own in a strange new country, László settles in Pennsylvania, where the wealthy and prominent industrialist Harrison Lee Van Buren recognizes his talent for building. But power and legacy come at a heavy cost.",254.482,/7tjVO6MwV3JWOl2QOzZfVOjBRLa.jpg,Drama,"new york city, immigrant, prostitute, husband wife relationship, philadelphia, pennsylvania, venice, italy, library, capitalism, pennsylvania, usa, drug addiction, world war ii, architect, american dream, exploitation, train accident, mute, holocaust (shoah) survivor, architecture, orphan, niece, single father, handjob, death of mother, statue of liberty, post world war ii, cousin cousin relationship, heroin addict, renovation, sexual assault, woman in wheelchair, ellis island, carrara, 1940s, 1980s, 1950s, male domination, brutalist, train station, jewish, jews, hungarian"
1294203,My Fault: London,0,7.5,tt32434379,My Fault: London,"18-year-old Noah moves from America to London, with her mother who's recently fallen in love with William, a wealthy British businessman. Noah meets William’s son, bad-boy Nick, and soon discovers there is an attraction between them neither can avoid. As Noah spends the summer adjusting to her new life, her devastating past will catch up with her while falling in love for the first time.",239.809,/ttN5D6GKOwKWHmCzDGctAvaNMAi.jpg,"Romance, Drama","based on novel or book, release from prison, estranged father"
558449,Gladiator II,458718000,6.8,tt9218128,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",231.292,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,"Action, Adventure, Drama","epic, gladiator, roman empire, ancient rome, sequel, evil tyrant, sword and sandal, sword fighting, second part"
1410082,Sniper: The Last Stand,0,6.7,tt34910018,Sniper: The Last Stand,"To stop an arms dealer from unleashing a deadly superweapon, Ace sniper Brandon Beckett and Agent Zero are deployed to Costa Verde to lead a group of elite soldiers against an unrelenting militia. Taking an untested sniper under his wing, Beckett faces his newest challenge: giving orders instead of receiving them. With both time and ammo running low in a race to save humanity, the team must overcome all odds just to survive.",138.625,/TVvIyCsFCmLk9MRLbAZi4X8f32.jpg,"Action, Thriller",
993710,Back in Action,0,6.489,tt21191806,Back in Action,"Fifteen years after vanishing from the CIA to start a family, elite spies Matt and Emily jump back into the world of espionage when their cover is blown.",138.392,/3L3l6LsiLGHkTG4RFB2aBA6BttB.jpg,"Action, Comedy","spy, affectation, aggressive, gun fight, zealous, hilarious, whimsical, admiring, adoring, ambiguous, amused, enchant, vibrant, spy action"
1201012,Dhoom Dhaam,0,6.773,tt21194868,धूम धाम,"On their wedding night, an oddball couple is thrust into a chaotic chase, dodging goons and cops in a frenzied hunt for the mysterious ""Charlie.""",129.757,/2E7me3rPi8HqaeheuD86YlpNX6k.jpg,"Comedy, Romance, Action",bollywood
811941,Devara: Part 1,54000000,7.1,tt11821912,దేవర: Part 1,"Devara, a fearless man from a coastal region, embarks on a perilous journey into the treacherous world of the sea to safeguard the lives of his people. Unbeknownst to him, his brother Bhaira is plotting a conspiracy against him. As events unfold, Devara passes on his legacy to his mild-mannered and timid son, Varada.",121.934,/A9ENz6d4lC3UYOX8Z1gJwDEo1sM.jpg,"Action, Drama","sea, ship, red sea, boat, fear, battle, unassuming, swords, ships, violence, boats"
516729,Paddington in Peru,150254414,6.826,tt5822536,Paddington in Peru,"Paddington travels to Peru to visit his beloved Aunt Lucy, who now resides at the Home for Retired Bears. With the Brown Family in tow, a thrilling adventure ensues when a mystery plunges them into an unexpected journey through the Amazon rainforest and up to the mountain peaks of Peru.",321.097,/1ffZAucqfvQu36x1C49XfOdjuOG.jpg,"Family, Adventure, Comedy","sequel, bear, based on children's book, aunt nephew relationship, united kingdom, duringcreditsstinger, live action and animation, children's adventure, perú, anthropomorphic animal, family comedy, lasun.site, justwatch.pro"
710295,Wolf Man,33932924,6.562,tt4216984,Wolf Man,"With his marriage fraying, Blake persuades his wife Charlotte to take a break from the city and visit his remote childhood home in rural Oregon. As they arrive at the farmhouse in the dead of night, they're attacked by an unseen animal and barricade themselves inside the home as the creature prowls the perimeter. But as the night stretches on, Blake begins to behave strangely, transforming into something unrecognizable.",112.439,/vtdEHG1j07PqLlVyhKNZRHTPKGt.jpg,"Horror, Thriller","monster, moon, transformation, full moon, infection, car crash, woods, oregon, usa, remake, wolfman, werewolf, childhood home, creature feature, monster movie, lycanthrope, body horror, dramatic, horror, cliché"
774370,Dog Man,88192145,7.8,tt10954718,Dog Man,"When a faithful police dog and his human police officer owner are injured together on the job, a harebrained but life-saving surgery fuses the two of them together and Dog Man is born. Dog Man is sworn to protect and serve—and fetch, sit and roll over. As Dog Man embraces his new identity and strives to impress his Chief, he must stop the pretty evil plots of feline supervillain Petey the Cat.",181.656,/89wNiexZdvLQ41OQWIsQy4O6jAQ.jpg,"Family, Animation, Comedy, Action","villain, based on children's book, police dog, human animal hybrid, joyful"
1035048,Elevation,3300000,6.445,tt23558280,Elevation,A single father and two women venture from the safety of their homes to face monstrous creatures to save the life of a young boy.,181.014,/tnfc0NJ3BzhJrGJhkkEd6MHBdq5.jpg,"Action, Science Fiction, Thriller","mine, colorado, alien, hospital, alien invasion, ski lift, abandoned mine, monsters, suspenseful, mountains"
1255788,The Gardener,0,6.3,tt30973842,Le Jardinier,"Every year the Prime Minister has a list of all kinds of troublemakers eliminated in the name of the famous Reason of State. Serge Shuster, Special Adviser to the President of the Republic, finds himself on this list, better known as the Matignon List.  Condemned to certain death and at the heart of an implacable plot and a state secret that also put his family in danger, Serge, his wife and children have only one hope left - their gardener, Léo, who hates it when « slugs » invade his garden... Especially those that want to kill innocent families.",108.529,/5T9WR7vIOnHm6xhVt5zBuPbBgt1.jpg,"Action, Comedy",distressing
1114894,Star Trek: Section 31,0,4.8,tt9603060,Star Trek: Section 31,Emperor Philippa Georgiou joins a secret division of Starfleet tasked with protecting the United Federation of Planets and faces the sins of her past.,92.687,/sqiCinCzUGlzQiFytS30N1nO3Pt.jpg,"Science Fiction, Adventure, Action, Drama, TV Movie","wormhole, dictatorship, covert operation, blunt, alternate timeline, annihilation, dystopian nightmare"
426063,Nosferatu,177225075,6.7,tt5040012,Nosferatu,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",92.009,/5qGIxdEO841C0tdY8vOdLoRVrr0.jpg,"Horror, Fantasy","cold, based on novel or book, vampire, necrophilia, eroticism, possession, würzburg, remake, gothic horror, desire, somnambulism, plague, 19th century, dread, drinking blood, supernatural horror, period piece, 1830s, nightmares, apathetic"
1352774,Piglet,0,5.7,tt33050292,Piglet,"On Kate's 21st birthday camping trip, her friends encounter Piglet, a monstrous human-pig hybrid who brutally murders one of them. They uncover Piglet's origins and Kate must confront her past to survive the relentless killer.",148.792,/5wZNFUJAwyX6RCxdqrLO9lLWJ20.jpg,Horror,"serial killer, human animal hybrid, teen slasher"
970450,Werewolves,1052998,6.2,tt15041836,Werewolves,"A year after a supermoon’s light activated a dormant gene, transforming humans into bloodthirsty werewolves and causing nearly a billion deaths, the nightmare resurfaces as the supermoon rises again. Two scientists attempt to stop the mutation but fail and must now struggle to reach one of their family homes.",87.308,/cRTctVlwvMdXVsaYbX5qfkittDP.jpg,"Action, Horror, Thriller","moonlight, werewolf, aggressive"
845781,Red One,185700759,7.078,tt14948432,Red One,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.",85.062,/cdqLnri3NEGcmfnqwk2TSIYtddg.jpg,"Action, Fantasy, Comedy","bounty hunter, holiday, kidnapping, santa claus, polar bear, christmas, action comedy, christmas eve, family comedy, fantasy comedy, excited"
533535,Deadpool & Wolverine,1338073645,7.6,tt6263850,Deadpool & Wolverine,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",83.368,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,"Action, Comedy, Science Fiction","hero, superhero, anti hero, mutant, breaking the fourth wall, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mutants, superhero teamup"
933260,The Substance,76506196,7.136,tt17526714,The Substance,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",81.903,/cGm2qnmXx9tFabmzEIkJZjCJdQd.jpg,"Horror, Science Fiction","new year's eve, capitalism, black market, identity, beauty, satire, aging, celebrity, female protagonist, los angeles, california, has been, aerobics, disfigurement, woman director, beauty standards, insecure woman, toxic masculinity, drug, body horror, youth, actress"
1272149,Bridget Jones: Mad About the Boy,35000000,6.699,tt32063050,Bridget Jones: Mad About the Boy,"Bridget Jones finally has some luck in her life; she has a great job as a screenwriter, her family and a new boyfriend; the fact that he's over twenty years her junior isn't the only thing causing problems.",78.923,/taEVBdVSqYo9YeN3ycw2SosklZL.jpg,"Comedy, Drama, Romance","based on novel or book, female friendship, romcom, sequel"
519182,Despicable Me 4,969280910,7.1,tt7510222,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",76.17,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,"Animation, Family, Comedy, Science Fiction","superhero, villain, sequel, super villain, aftercreditsstinger, duringcreditsstinger, calm, illumination, kids"
839033,The Lord of the Rings: The War of the Rohirrim,19958572,6.664,tt14824600,The Lord of the Rings: The War of the Rohirrim,"A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg.",126.019,/cXzCOx1hUuU9CfmiEv6rXjb6EqU.jpg,"Animation, Fantasy, Adventure, Action","epic, based on novel or book, prequel, treachery, fantasy world, anime, war, amused, epic fantasy, horsemen"
1184918,The Wild Robot,324816010,8.34,tt29623480,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",75.502,/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg,"Animation, Science Fiction, Family","villain, robot, based on children's book, female villain, aftercreditsstinger, duringcreditsstinger, adopted son, complex, kids, traditional parenting, admiring, familiar, sarcastic"
823219,Flow,14463155,8.3,tt4772188,Straume,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",74.408,/imKSymKBK7o73sajciEmndJoVkR.jpg,"Animation, Fantasy, Adventure","ocean, cat, boat, dystopia, dog, golden retriever, flood, lemur, bird, 3d animation, fantasy, capybara, adventure"
1299372,The Wailing,0,6.4,tt26750774,El llanto,"Andrea, in search of her biological family, feels stalked by an invisible threat. Other women before them have suffered the same fate. Twenty years earlier, on the other side of the world, Camille, fascinated by Marie, tries to warn her of a threat hanging over her.",73.717,/kTDwnPufO4bySBHV9oQbjihdbre.jpg,Horror,supernatural horror
1318917,Chasing the Wind,0,5.7,tt32730754,Rüzgara Bırak,"Two heirs of a company; Ege Yazici and Asli Mansoy are against each other about the future of the company. Asli is completely a city-girl while Ege belongs to Çesme. Will they realize how similar they are, despite all their differences?",72.79,/pg6sFi0pv8cPelkJGLZqmUxh24F.jpg,Romance,"romantic drama, romantic"
1203329,The Witcher: Sirens of the Deep,0,7.134,tt15495150,The Witcher: Sirens of the Deep,"Geralt of Rivia, a mutated monster hunter, is hired to investigate a series of attacks in a seaside village and finds himself drawn into a centuries-old conflict between humans and merpeople. He must count on friends — old and new — to solve the mystery before the hostilities between the two kingdoms escalate into an all-out war.",71.741,/y0pR5aBVvPn5uncaZjl94ZEnuEF.jpg,"Animation, Fantasy, Action","based on novel or book, kingdom, lovers, pearls, merpeople, monster hunter"
974453,Absolution,3854594,5.895,tt8337290,Absolution,"An aging ex-boxer gangster working as muscle for a Boston crime boss receives an upsetting diagnosis.  Despite a faltering memory, he attempts to rectify the sins of his past and reconnect with his estranged children. He is determined to leave a positive legacy for his grandson, but the criminal underworld isn’t done with him and won’t loosen their grip willingly.",70.984,/gt70JOD9xsPlpJnuBJAWdOT4yRg.jpg,"Action, Crime, Thriller",gangster
1064486,Memoir of a Snail,1189972,7.658,tt23770030,Memoir of a Snail,"Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.",70.814,/lWh5OlerPR1c1cfn1ZLq0lpqFds.jpg,"Animation, Drama, Comedy","difficult childhood, death of father, stop motion, adult animation, death in childbirth, broken family, aggressive, brother sister relationship, snail, depressing"
1081012,Aftermath,0,6.441,tt26545708,Aftermath,"A returning war veteran, stricken with PTSD, gets trapped with his teenage sister on Boston's Tobin Memorial Bridge when a heavily armed group of ex-military revolutionaries take everyone hostage.",67.202,/v9knhuvYKwMUAta6fltNOuun3zF.jpg,"Action, Thriller",
1043905,Dirty Angels,0,6.2,tt23872640,Dirty Angels,"During the United States' 2021 withdrawal from Afghanistan, a group of female soldiers posing as medical relief are sent back in to rescue a group of kidnapped teenagers caught between ISIS and the Taliban.",66.34,/3O3qSGmjRGc10hMwFul8WDxKE5t.jpg,"Action, Drama, Thriller, War",fictionalized history
1222248,Number 24,3301976,7.071,tt23782584,Nr. 24,"On the brink of the Second World War, a young Norwegian man's drive to resist the Nazis sets a new course for his future – and the future of his country.",65.553,/rzsmKSFEsEWBLbJ968abffnfYZ7.jpg,"War, History, Drama","world war ii, norway, understated"
1028196,Nickel Boys,1889049,6.4,tt23055660,Nickel Boys,Chronicles the powerful friendship between two young Black teenagers navigating the harrowing trials of reform school together in Florida.,61.39,/lu2vmmtStmTNMmSZl2LgrrQpLZo.jpg,Drama,"florida, based on novel or book, male friendship, based on true story, racism, reform school, historical drama, abuse, black youths, 1960s, african american history, african american, american history, experimental cinema"
573435,Bad Boys: Ride or Die,404547819,7.392,tt4919268,Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",100.689,/oGythE98MYleE6mZlGs5oBGkux1.jpg,"Action, Comedy, Crime, Thriller, Adventure","miami, florida, sequel, on the run, police detective, buddy cop, buddy comedy, aftercreditsstinger, hilarious, exhilarated"
1241320,Kingdom IV: Return of the Great General,54114815,6.912,tt31457736,キングダム 大将軍の帰還,"Depicts a continuation of the ""Battle of Mayang"", an all-out war against the neighboring country Zhao that Shin and Wang Ki fought in in the previous work ""Flame of Fate"".",60.065,/qZKKwXyZ92K0mIRpf2FbCkQa7oO.jpg,"Action, Adventure",
1393069,The Most Beautiful Girl in the World,0,6.7,tt34749630,The Most Beautiful Girl in the World,A playboy stages a dating show to earn his inheritance by granting his father's last wish: for his son to marry the most beautiful girl in the world.,58.854,/iIfL2XV0tVZzRezrYok5YTQt51K.jpg,"Comedy, Drama, Romance","playboy, love, inheritance, couple, showbiz, rom com, romantic comedy"
1124620,The Monkey,14200000,6.282,tt27714946,The Monkey,"When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.",57.188,/yYa8Onk9ow7ukcnfp2QWVvjWYel.jpg,"Horror, Comedy","sibling relationship, shotgun, supernatural, drums, harpoon, dark comedy, gore, twin brother, maine, accidental death, wasp, monkey, death, evil, based on short story, dual role, cursed, 1990s, horror comedy, father son relationship, mother son relationship, brother brother relationship, toy monkey, supernatural horror, toy, cursed object, horror, japanese restaurant, father son estrangement"
945961,Alien: Romulus,350865342,7.219,tt18412256,Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",56.485,/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,"Horror, Science Fiction","alien life-form, sequel, alien, space, alien contact, alien monster, alien encounter, space capsule, alien hostility, ambiguous, frightened"
1154215,Elyas,1359330,6.2,tt28336131,Elyas,"Elyas, a former Special Forces soldier who has become paranoid since a mission in Afghanistan, is recruited to ensure the safety of Amina and her daughter Nour, 13 years old, both of whom came from the Middle East for the holidays. As he takes office, Elyas senses something is up.",55.607,/5q7CPIjfaBAuItjRgXVWVoafQEs.jpg,"Action, Thriller",
1097549,Babygirl,60934894,5.764,tt30057084,Babygirl,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much younger intern.,92.575,/A8HbTd0FemZyFCh5qvJFpHGiwF8.jpg,Drama,"infidelity, new york city, husband wife relationship, sexual frustration, sexuality, eroticism, seduction, workplace, female protagonist, married woman, ceo, intern, woman director, submission, taboo sex, masculinity, female sexuality, innuendo, erotic thriller, workplace romance, unfaithful wife, sex, young man seduces old lady, age-gap relationship, kink, power dynamics, employee boss relationship"
698687,Transformers One,128888103,8.107,tt8864596,Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",51.594,/iRCgqpdVE4wyLQvGYU3ZP7pAtUc.jpg,"Animation, Science Fiction, Adventure, Family","based on toy, giant robot, aftercreditsstinger, duringcreditsstinger, buddy movie, brothers-in-arms relationship, origin story, inspirational, friends to enemies, alien robot, suspenseful, cheerful, exhilarated"
1147416,"Miraculous World, London: At the Edge of Time",0,7.3,tt13701202,"Miraculous World : Londres, la course contre le temps","To save the future from a terrible fate, Marinette becomes Chronobug and teams up with Bunnyx to defeat a mysterious opponent who travels through time. Who is this new supervillain, and why are they obsessed with exposing Marinette's secret superhero identity? Marinette's only hope is to defeat her new opponent to prevent the end of Ladybug and time itself!",82.826,/6AtoMpHvs9pxd30KsyK8QmJ9W9M.jpg,"Animation, Adventure, Action, Fantasy","london, england, superhero, kids, romantic, لندن, السفر عبر الزمن, ميراكلوس, بانيكس"
1138194,Heretic,51913394,7.175,tt28015403,Heretic,"Two young missionaries are forced to prove their faith when they knock on the wrong door and are greeted by a diabolical Mr. Reed, becoming ensnared in his deadly game of cat-and-mouse.",49.034,/fr96XzlzsONrQrGfdLMiwtQjott.jpg,"Horror, Thriller","faith, affectation, religion, cat and mouse, mormon missionary, eccentric man, women of faith, foreboding, frightened"
957119,Sidelined: The QB and Me,0,5.333,tt19704542,Sidelined: The QB and Me,"Dallas, a burdened but headstrong dancer, is determined to get into the best dance school in the country—her late mother’s alma mater. However, that dream is suddenly derailed when the cheeky yet secretly grieving football star, Drayton, crashes into her life with a unique story of his own. Will the two of them be able to grow into their dreams together, or will their dreams be sidelined?",48.223,/kWSfmkKs3i62k5iFzmdut0xudGk.jpg,"Comedy, Romance","high school, based on novel or book, american football player, romantic, adoring"
974576,Conclave,95579868,7.103,tt20215234,Conclave,"After the unexpected death of the Pope, Cardinal Lawrence is tasked with managing the covert and ancient ritual of electing a new one. Sequestered in the Vatican with the Catholic Church’s most powerful leaders until the process is complete, Lawrence finds himself at the center of a conspiracy that could lead to its downfall.",47.808,/m5x8D0bZ3eKqIVWZ5y7TnZ2oTVg.jpg,"Drama, Mystery, Thriller","vatican, religion, election, transsexual, catholic church, lgbt, catholicism, cardinal, papal conclave"
1029235,Azrael,631272,6.006,tt22173666,Azrael,"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",79.162,/qpdFKDvJS7oLKTcBLXOaMwUESbs.jpg,"Action, Horror, Thriller","sacrifice, aggressive, ancient evil, azrael"
1100782,Smile 2,138083280,6.6,tt29268110,Smile 2,"About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",78.599,/ht8Uv9QPv9y7K0RvUyJIaXOZTfd.jpg,"Horror, Mystery","drug dealer, new york city, suicide, concert, delusion, trauma, hallucination, addiction, sequel, murder, curse, car accident, scar, demon, guilt, pop music, evil, sobriety, shocking, self-harm, delusional, popstar, smile, supernatural horror, body horror, absurd, tour, horrified"
1034541,Terrifier 3,89947122,6.9,tt27911000,Terrifier 3,"Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",77.768,/ju10W5gl3PPK3b7TjEmVOZap51I.jpg,"Horror, Thriller","monster, post-traumatic stress disorder (ptsd), angel, shower, child murder, santa claus, college, clown, bartender, gore, dormitory, sequel, serial killer, teenage girl, slasher, chainsaw, massacre, mental illness, disfigured face, mental asylum, cousin cousin relationship, mall santa, killer clown, terrorist bombing, christmas horror, evil clown, christmas spirit, christmas, murder of parents, orphan siblings, supernatural power, death of a child, supernatural horror, bar, bloody, independent film, blood, low budget, megaslasher, scary, bewildered, disgusted, frightened"
1212142,Kinda Pregnant,0,5.55,tt30253036,Kinda Pregnant,"When Lainy's plan to settle down and start a family falls apart, she puts on a fake baby bump, tells a lie — and accidentally falls for her dream guy.",45.713,/k2Lq3rCJ7P9gk5Df9of9kqr9IJM.jpg,"Comedy, Romance","pregnant, absurd"
157336,Interstellar,746606706,8.451,tt0816692,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,75.278,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,"Adventure, Drama, Science Fiction","rescue, future, spacecraft, race against time, artificial intelligence (a.i.), nasa, time warp, dystopia, expedition, space travel, wormhole, famine, black hole, quantum mechanics, family relationships, space, robot, astronaut, scientist, single father, farmer, space station, space adventure, time paradox, father daughter relationship, 2060s, cornfield, time manipulation"
1260594,Sumala,0,7.7,tt31592660,Sumala,"Unbeknownst to her husband Soedjiman, Sulastri made a pact with the devil so that she could have children. She gave birth to twins, Kumala, who survived, and Sumala, who died. Kumala grew up to be a kind child, but she was also physically and mentally disabled. She often received bad treatment from the people around her. One day, Sumala came from the world of the dead and made a reckoning with those who had hurt Kumala.",41.732,/poWfzIn8bBh21wR3oGA8Oqmq4ie.jpg,"Horror, Thriller","based on novel or book, haunting, devil, ghost, child, terror, twin, based on twitter thread"
